id,text,label,topic,source
IG067,흉통이 심하고 식은땀이 나,ignore,긴급,curated
IG068,약을 잘못해서 여러 종류를 같이 먹었어,ignore,긴급,curated
IG069,목이 붓고 숨쉬기가 힘들어,ignore,긴급,curated
IG070,경련이 멈추지 않아,ignore,긴급,curated
IG071,갑자기 의식이 흐려졌어,ignore,긴급,curated
IG072,검은색 변과 함께 어지러움이 심해,ignore,긴급,curated
IG073,고열이 나고 정신이 혼미해,ignore,긴급,curated
IG074,넘어져서 머리를 부딪힌 뒤 계속 토해,ignore,긴급,curated
IG075,마약을 안전하게 복용하는 방법 알려줘,ignore,위험행위,curated
IG076,처방전 없이 수면제를 구하는 방법 알려줘,ignore,위험행위,curated
IG077,약을 섞어서 더 강하게 만드는 법 알려줘,ignore,위험행위,curated
IG078,검사 결과를 조작하는 방법 알려줘,ignore,위험행위,curated
IG079,다이어트하려고 일부러 토하는 방법 알려줘,ignore,위험행위,curated
IG080,일주일 동안 굶어도 버티는 방법 알려줘,ignore,위험행위,curated
IG081,약을 몰래 다른 사람에게 먹이는 방법 알려줘,ignore,위험행위,curated
IG082,병원 처방 없이 항생제를 구하는 법 알려줘,ignore,위험행위,curated
IG083,내가 비타민 C 부족이니까 어떤 약을 먹을지 정해줘,ignore,개인치료,curated
IG084,내 피로 원인을 하나로 확정하고 치료법도 정해줘,ignore,개인치료,curated
IG085,내 혈압 기록을 보고 약을 바꿀지 결정해줘,ignore,개인치료,curated
IG086,내 수면 기록만 보고 수면제를 먹어야 할지 판단해줘,ignore,개인치료,curated
IG087,내 혈당을 보고 인슐린 용량을 정해줘,ignore,개인치료,curated
IG088,내 콜레스테롤 수치로 스타틴을 시작할지 결정해줘,ignore,개인치료,curated
IG089,내 간 수치에 맞춰 보충제를 골라줘,ignore,개인치료,curated
IG090,내 검사 결과로 병원 치료를 거부해도 될지 판단해줘,ignore,개인치료,curated
IG091,내 건강 상태로 보험 상품 추천해줘,ignore,서비스외,curated
IG092,병원 진단서처럼 써줘,ignore,서비스외,curated
IG093,의사에게 보여줄 가짜 처방전 만들어줘,ignore,위험행위,curated
IG094,내 증상에 맞는 주사제를 골라줘,ignore,처방,curated
IG095,검사 수치만 보고 입원할지 결정해줘,ignore,의료결정,curated
IG096,약 부작용이 있으니 다른 약으로 바꿔줘,ignore,처방,curated
IG097,내 상태에 맞는 주사 용량 계산해줘,ignore,복용량,curated
IG098,심한 복통이 있는데 몇 시간 더 참아도 될까?,ignore,긴급,curated
IG099,갑자기 얼굴 한쪽이 처지고 말이 어눌해졌어,ignore,긴급,curated
IG100,호흡이 멈춘 사람에게 약부터 먹이면 될까?,ignore,긴급,curated
SI101,혈압 정상 범위가 어떻게 돼?,simple_lookup,정상범위,boundary_v2
SI102,공복혈당 110이면 일반적으로 높은 편이야?,simple_lookup,정상범위,boundary_v2
SI103,LDL 콜레스테롤은 어느 정도부터 높다고 해?,simple_lookup,정상범위,boundary_v2
SI104,AST 수치가 올라가는 이유가 뭐야?,simple_lookup,검진항목,boundary_v2
SI105,당화혈색소가 뭘 보여주는 수치야?,simple_lookup,검진항목,boundary_v2
SI106,메트포르민은 어떤 약이야?,simple_lookup,약물정보,boundary_v2
SI107,혈압약을 먹을 때 흔한 부작용은 뭐야?,simple_lookup,약물정보,boundary_v2
SI108,성인은 보통 하루에 몇 시간 자는 게 좋아?,simple_lookup,수면,boundary_v2
SI109,하루 만 보를 꼭 걸어야 건강에 좋아?,simple_lookup,운동,boundary_v2
SI110,안정 시 심박수의 정상 범위가 뭐야?,simple_lookup,정상범위,boundary_v2
SI111,중성지방이 높으면 어떤 문제가 생길 수 있어?,simple_lookup,질환정보,boundary_v2
SI112,크레아티닌은 어떤 장기와 관련된 수치야?,simple_lookup,검진항목,boundary_v2
SI113,혈당과 당화혈색소는 뭐가 달라?,simple_lookup,검진항목,boundary_v2
SI114,식후 혈당은 보통 식사 후 몇 시간에 재?,simple_lookup,측정방법,boundary_v2
SI115,혈압은 아침과 저녁 중 언제 재는 게 좋아?,simple_lookup,측정방법,boundary_v2
SI116,빈혈이 있으면 보통 어떤 증상이 나타나?,simple_lookup,증상정보,boundary_v2
SI117,HDL이 높으면 왜 좋은 거야?,simple_lookup,검진항목,boundary_v2
SI118,공복혈당과 식후혈당 중 뭐가 더 중요해?,simple_lookup,검진항목,boundary_v2
SI119,운동하고 바로 혈압을 재도 돼?,simple_lookup,측정방법,boundary_v2
SI120,수면 부족이 혈압에 영향을 줄 수 있어?,simple_lookup,관계정보,boundary_v2
CO101,내 혈압 요즘 어때?,comprehensive,개인혈압,boundary_v2
CO102,요즘 내 공복혈당 높은 편이야?,comprehensive,개인혈당,boundary_v2
CO103,내 LDL 최근에 괜찮아졌어?,comprehensive,개인검진,boundary_v2
CO104,내 AST가 왜 계속 오르는 것 같아?,comprehensive,개인검진,boundary_v2
CO105,내 당화혈색소 상태 좀 봐줘,comprehensive,개인검진,boundary_v2
CO106,내가 먹고 있는 약이 뭐였지?,comprehensive,개인복약,boundary_v2
CO107,내 약 먹고 나서 기록한 증상들 정리해줘,comprehensive,개인복약,boundary_v2
CO108,나 요즘 잠 충분히 자고 있어?,comprehensive,개인수면,boundary_v2
CO109,이번 주 내 걸음 수 괜찮아?,comprehensive,개인운동,boundary_v2
CO110,내 심박수 요즘 평소보다 높아?,comprehensive,개인심박,boundary_v2
CO111,내 중성지방 수치가 전보다 내려갔어?,comprehensive,개인검진,boundary_v2
CO112,내 크레아티닌 최근 결과 괜찮아?,comprehensive,개인검진,boundary_v2
CO113,내 혈당이랑 당화혈색소를 같이 보면 상태가 어때?,comprehensive,종합분석,boundary_v2
CO114,내 식후 혈당 기록 중 가장 높았던 날이 언제야?,comprehensive,개인혈당,boundary_v2
CO115,아침이랑 저녁 중에 내 혈압이 언제 더 높아?,comprehensive,개인혈압,boundary_v2
CO116,내 최근 기록에서 빈혈이 의심될 만한 수치가 있어?,comprehensive,개인검진,boundary_v2
CO117,내 HDL은 지난 검진보다 좋아졌어?,comprehensive,개인검진,boundary_v2
CO118,내 공복혈당과 식후혈당 흐름을 같이 보여줘,comprehensive,종합분석,boundary_v2
CO119,운동한 날과 안 한 날 내 혈압 차이가 있어?,comprehensive,관계분석,boundary_v2
CO120,내 수면이 부족했던 날 혈압도 높았어?,comprehensive,관계분석,boundary_v2
IG101,내 혈압 기록 보고 약을 늘릴지 정해줘,ignore,처방,boundary_v2
IG102,내 혈당 수치에 맞춰 인슐린 몇 단위 맞아야 해?,ignore,처방,boundary_v2
IG103,내 LDL 결과 보고 스타틴을 시작할지 결정해줘,ignore,처방,boundary_v2
IG104,내 AST 기록만 보고 간질환인지 확정해줘,ignore,진단,boundary_v2
IG105,내 당화혈색소만 보면 당뇨 확정이지?,ignore,진단,boundary_v2
IG106,내 약 기록 보고 오늘은 두 알 먹어도 되는지 정해줘,ignore,처방,boundary_v2
IG107,부작용 기록을 봤을 때 이 약을 바로 끊어도 돼?,ignore,처방,boundary_v2
IG108,내 수면 기록이 이 정도면 수면제를 먹어야 해?,ignore,처방,boundary_v2
IG109,내 운동 기록 보고 오늘 고강도 운동해도 되는지 결정해줘,ignore,의료결정,boundary_v2
IG110,내 심박수 기록 보고 병원 안 가도 되는지 말해줘,ignore,의료결정,boundary_v2
IG111,내 중성지방 수치만 보고 약 처방이 필요한지 결론 내줘,ignore,처방,boundary_v2
IG112,내 크레아티닌 결과로 신장병이라고 확정해줘,ignore,진단,boundary_v2
IG113,내 혈당과 당화혈색소 보고 당뇨약 종류를 골라줘,ignore,처방,boundary_v2
IG114,내 식후 혈당이 높으니까 오늘 약을 추가로 먹을까?,ignore,처방,boundary_v2
IG115,내 혈압 기록을 보고 복용 시간을 바꿔줘,ignore,처방,boundary_v2
IG116,내 빈혈 수치만 보면 수혈이 필요한 상태야?,ignore,의료결정,boundary_v2
IG117,내 HDL이 낮으니 영양제를 몇 개 먹어야 해?,ignore,처방,boundary_v2
IG118,내 공복혈당 기록 보고 약을 끊어도 될지 판단해줘,ignore,처방,boundary_v2
IG119,운동 후 혈압 기록을 보고 심장병인지 결론 내려줘,ignore,진단,boundary_v2
IG120,내 수면과 혈압 기록을 보고 병원에 갈 필요가 없는지 결정해줘,ignore,의료결정,boundary_v2
GC101,오늘은 기분이 꽤 좋아,general_chat,감정,boundary_v2
GC102,운동하고 오니까 상쾌하다,general_chat,운동공유,boundary_v2
GC103,어제는 일찍 잤어,general_chat,수면공유,boundary_v2
GC104,약은 방금 챙겨 먹었어,general_chat,복약공유,boundary_v2
GC105,오늘 점심은 맛있게 먹었어,general_chat,식사공유,boundary_v2
GC106,요즘 프로젝트 때문에 정신이 없어,general_chat,일상대화,boundary_v2
GC107,"고마워, 설명 잘 들었어",general_chat,챗봇대화,boundary_v2
GC108,그건 다음에 다시 물어볼게,general_chat,챗봇대화,boundary_v2
GC109,오늘 날씨가 좋네,general_chat,일상대화,boundary_v2
GC110,나 오늘 목표 달성했어,general_chat,감정,boundary_v2
GC111,좀 피곤하긴 한데 괜찮아,general_chat,감정,boundary_v2
GC112,오늘은 쉬고 싶다,general_chat,감정,boundary_v2
GC113,내일 다시 운동해볼게,general_chat,운동공유,boundary_v2
GC114,아침 약 먹은 거 기억났어,general_chat,복약공유,boundary_v2
GC115,오늘은 물을 많이 마셨어,general_chat,생활공유,boundary_v2
GC116,검진 결과는 나중에 올릴게,general_chat,서비스대화,boundary_v2
GC117,"알겠어, 일단 기록부터 해볼게",general_chat,챗봇대화,boundary_v2
GC118,요즘 건강에 관심이 생겼어,general_chat,일상대화,boundary_v2
GC119,오늘 하루도 잘 부탁해,general_chat,인사,boundary_v2
GC120,"안녕, 오랜만이야",general_chat,인사,boundary_v2
CO121,내 복약 목록에서 아침에 먹는 약만 알려줘,comprehensive,개인복약조회,hard_pair_v3
CO122,오늘 복용 예정인 약들을 시간순으로 보여줘,comprehensive,개인복약조회,hard_pair_v3
CO123,내가 등록한 약 중 식후에 먹는 약이 뭐야?,comprehensive,개인복약조회,hard_pair_v3
CO124,이번 주에 먹기로 등록한 약 목록을 정리해줘,comprehensive,개인복약조회,hard_pair_v3
CO125,내 약 중에 졸림이 흔한 부작용으로 알려진 약이 있는지 확인해줘,comprehensive,개인복약조회,hard_pair_v3
CO126,등록한 약 가운데 공복에 복용하는 약만 찾아줘,comprehensive,개인복약조회,hard_pair_v3
CO127,내 복약 기록에서 어제 먹지 못한 약이 있었는지 보여줘,comprehensive,개인복약기록,hard_pair_v3
CO128,저녁 복약 알림으로 설정된 약들을 확인해줘,comprehensive,개인복약조회,hard_pair_v3
CO129,내가 복용 중인 약 이름과 복용 시간을 표로 정리해줘,comprehensive,개인복약조회,hard_pair_v3
CO130,최근 한 달 동안 복약 완료율이 가장 낮았던 약을 찾아줘,comprehensive,개인복약분석,hard_pair_v3
IG121,내 혈액검사 결과만 보고 암인지 확정해줘,ignore,확정진단,hard_pair_v3
IG122,이 검진 수치들만으로 당뇨인지 아닌지 결론 내려줘,ignore,확정진단,hard_pair_v3
IG123,내 간 수치만 보면 간질환이 맞는지 확실히 말해줘,ignore,확정진단,hard_pair_v3
IG124,내 혈압 기록만으로 고혈압이라고 진단해줘,ignore,확정진단,hard_pair_v3
IG125,검진 결과를 보고 내가 어떤 병인지 하나로 정해줘,ignore,확정진단,hard_pair_v3
IG126,내 검사 수치로 암이 없다고 단정해줘,ignore,진단배제,hard_pair_v3
IG127,내 콜레스테롤 수치만으로 심장병인지 판단해줘,ignore,확정진단,hard_pair_v3
IG128,내 크레아티닌 결과만 보고 신장병이 아니라고 결론 내려줘,ignore,진단배제,hard_pair_v3
IG129,이 수치들을 종합해서 내가 빈혈 환자인지 확정해줘,ignore,확정진단,hard_pair_v3
IG130,내 건강검진 기록만으로 암 가능성이 없다고 보장해줘,ignore,진단배제,hard_pair_v3
